Word;DocNumber;Weight
ABNORMAL;814;2.642060334875028
ABNORMAL;831;2.642060334875028
ABNORMAL;842;2.642060334875028
ABNORMAL;856;5.284120669750056
ABNORMAL;866;2.642060334875028
ABNORMAL;868;2.642060334875028
ABNORMAL;872;2.642060334875028
ABNORMAL;895;5.284120669750056
ABNORMAL;921;2.642060334875028
ABNORMAL;930;2.642060334875028
ABNORMAL;964;2.642060334875028
ABNORMAL;977;2.642060334875028
ABNORMAL;978;2.642060334875028
ABNORMAL;1007;2.642060334875028
ABNORMAL;1038;5.284120669750056
ABNORMAL;1043;2.642060334875028
ABNORMAL;1048;2.642060334875028
ABNORMAL;1051;2.642060334875028
ABNORMAL;1057;2.642060334875028
ABNORMAL;1063;2.642060334875028
ABNORMAL;1067;2.642060334875028
ABNORMAL;1072;2.642060334875028
ABNORMAL;1079;2.642060334875028
ABNORMAL;1105;5.284120669750056
ABNORMAL;1110;7.926181004625084
ABNORMAL;1120;2.642060334875028
ABNORMAL;1130;2.642060334875028
ABNORMAL;1135;5.284120669750056
ABNORMAL;1141;2.642060334875028
ABNORMAL;1175;2.642060334875028
ABNORMAL;1202;2.642060334875028
ABNORMAL;1206;2.642060334875028
ABNORMAL;1237;5.284120669750056
ABNORMALITIES;14;8.867946025344345
ABNORMALITIES;16;2.955982008448115
ABNORMALITIES;20;2.955982008448115
ABNORMALITIES;42;2.955982008448115
ABNORMALITIES;46;5.91196401689623
ABNORMALITIES;59;2.955982008448115
ABNORMALITIES;76;2.955982008448115
ABNORMALITIES;84;2.955982008448115
ABNORMALITIES;97;2.955982008448115
ABNORMALITIES;117;8.867946025344345
ABNORMALITIES;140;2.955982008448115
ABNORMALITIES;149;5.91196401689623
ABNORMALITIES;170;2.955982008448115
ABNORMALITIES;172;2.955982008448115
ABNORMALITIES;180;2.955982008448115
ABNORMALITIES;189;2.955982008448115
ABNORMALITIES;190;2.955982008448115
ABNORMALITIES;312;2.955982008448115
ABNORMALITIES;322;2.955982008448115
ABNORMALITIES;352;5.91196401689623
ABNORMALITIES;360;2.955982008448115
ABNORMALITIES;364;5.91196401689623
ABNORMALITIES;383;2.955982008448115
ABNORMALITIES;423;2.955982008448115
ABNORMALITIES;434;2.955982008448115
ABNORMALITIES;439;2.955982008448115
ABNORMALITIES;440;2.955982008448115
ABNORMALITIES;441;2.955982008448115
ABNORMALITIES;443;2.955982008448115
ABNORMALITIES;446;2.955982008448115
ABNORMALITIES;484;2.955982008448115
ABNORMALITIES;490;5.91196401689623
ABNORMALITIES;501;2.955982008448115
ABNORMALITIES;504;5.91196401689623
ABNORMALITIES;548;2.955982008448115
ABNORMALITIES;553;2.955982008448115
ABNORMALITIES;566;5.91196401689623
ABNORMALITIES;587;2.955982008448115
ABNORMALITIES;594;2.955982008448115
ABNORMALITIES;602;2.955982008448115
ABNORMALITIES;605;2.955982008448115
ABNORMALITIES;608;2.955982008448115
ABNORMALITIES;630;5.91196401689623
ABNORMALITIES;666;2.955982008448115
ABNORMALITIES;681;2.955982008448115
ABNORMALITIES;710;2.955982008448115
ABNORMALITIES;714;2.955982008448115
ABNORMALITIES;747;2.955982008448115
ABNORMALITIES;771;2.955982008448115
ABNORMALITIES;776;2.955982008448115
ABNORMALITIES;779;2.955982008448115
ABNORMALITIES;814;2.955982008448115
ABNORMALITIES;856;5.91196401689623
ABNORMALITIES;872;2.955982008448115
ABNORMALITIES;921;2.955982008448115
ABNORMALITIES;922;2.955982008448115
ABNORMALITIES;955;2.955982008448115
ABNORMALITIES;961;2.955982008448115
ABNORMALITIES;1013;2.955982008448115
ABNORMALITIES;1016;5.91196401689623
ABNORMALITIES;1041;2.955982008448115
ABNORMALITIES;1045;2.955982008448115
ABNORMALITIES;1047;2.955982008448115
ABNORMALITIES;1110;2.955982008448115
ABNORMALITIES;1136;2.955982008448115
ABNORMALITIES;1192;5.91196401689623
ABNORMALITIES;1194;2.955982008448115
ABNORMALITIES;1237;5.91196401689623
ABNORMALITY;84;3.230571864631392
ABNORMALITY;91;3.230571864631392
ABNORMALITY;125;6.461143729262784
ABNORMALITY;140;3.230571864631392
ABNORMALITY;149;3.230571864631392
ABNORMALITY;163;6.461143729262784
ABNORMALITY;190;3.230571864631392
ABNORMALITY;268;3.230571864631392
ABNORMALITY;288;3.230571864631392
ABNORMALITY;343;3.230571864631392
ABNORMALITY;364;6.461143729262784
ABNORMALITY;368;3.230571864631392
ABNORMALITY;382;3.230571864631392
ABNORMALITY;383;3.230571864631392
ABNORMALITY;393;6.461143729262784
ABNORMALITY;439;3.230571864631392
ABNORMALITY;470;3.230571864631392
ABNORMALITY;480;3.230571864631392
ABNORMALITY;495;3.230571864631392
ABNORMALITY;498;3.230571864631392
ABNORMALITY;499;3.230571864631392
ABNORMALITY;501;3.230571864631392
ABNORMALITY;503;3.230571864631392
ABNORMALITY;504;3.230571864631392
ABNORMALITY;505;6.461143729262784
ABNORMALITY;508;3.230571864631392
ABNORMALITY;530;3.230571864631392
ABNORMALITY;540;3.230571864631392
ABNORMALITY;553;3.230571864631392
ABNORMALITY;562;3.230571864631392
ABNORMALITY;571;6.461143729262784
ABNORMALITY;587;3.230571864631392
ABNORMALITY;608;3.230571864631392
ABNORMALITY;689;3.230571864631392
ABNORMALITY;691;3.230571864631392
ABNORMALITY;695;3.230571864631392
ABNORMALITY;711;3.230571864631392
ABNORMALITY;742;6.461143729262784
ABNORMALITY;776;6.461143729262784
ABNORMALITY;812;3.230571864631392
ABNORMALITY;860;3.230571864631392
ABNORMALITY;906;3.230571864631392
ABNORMALITY;919;3.230571864631392
ABNORMALITY;1003;3.230571864631392
ABNORMALITY;1038;3.230571864631392
ABNORMALITY;1044;3.230571864631392
ABNORMALITY;1063;3.230571864631392
ABNORMALITY;1109;3.230571864631392
ABNORMALITY;1156;6.461143729262784
ABNORMALITY;1172;3.230571864631392
ABNORMALITY;1223;6.461143729262784
ABNORMALLY;110;4.362302129326103
ABNORMALLY;300;4.362302129326103
ABNORMALLY;339;4.362302129326103
ABNORMALLY;553;4.362302129326103
ABNORMALLY;568;4.362302129326103
ABNORMALLY;593;4.362302129326103
ABNORMALLY;688;4.362302129326103
ABNORMALLY;849;4.362302129326103
ABNORMALLY;896;4.362302129326103
ABNORMALLY;927;4.362302129326103
ABNORMALLY;970;4.362302129326103
ABNORMALLY;1046;4.362302129326103
ABNORMALLY;1128;4.362302129326103
ABNORMALLY;1137;4.362302129326103
ABNORMALLY;1156;4.362302129326103
ABNORMALLY;1175;4.362302129326103
ABO;464;7.122866658599083
ABOLISHED;741;6.430525604644662
ABOLISHED;1199;6.430525604644662
ABOLITION;631;7.122866658599083
ABORTION;117;6.430525604644662
ABORTION;263;6.430525604644662
ABOUT;4;3.175736332207583
ABOUT;43;3.175736332207583
ABOUT;51;3.175736332207583
ABOUT;73;3.175736332207583
ABOUT;86;6.351472664415166
ABOUT;92;3.175736332207583
ABOUT;164;3.175736332207583
ABOUT;203;6.351472664415166
ABOUT;208;6.351472664415166
ABOUT;220;3.175736332207583
ABOUT;223;3.175736332207583
ABOUT;270;3.175736332207583
ABOUT;280;3.175736332207583
ABOUT;303;3.175736332207583
ABOUT;331;12.702945328830332
ABOUT;332;6.351472664415166
ABOUT;345;6.351472664415166
ABOUT;355;3.175736332207583
ABOUT;360;3.175736332207583
ABOUT;386;3.175736332207583
ABOUT;398;3.175736332207583
ABOUT;449;3.175736332207583
ABOUT;465;6.351472664415166
ABOUT;467;3.175736332207583
ABOUT;490;3.175736332207583
ABOUT;500;3.175736332207583
ABOUT;613;3.175736332207583
ABOUT;628;3.175736332207583
ABOUT;693;3.175736332207583
ABOUT;699;9.527208996622749
ABOUT;705;3.175736332207583
ABOUT;774;3.175736332207583
ABOUT;824;3.175736332207583
ABOUT;845;3.175736332207583
ABOUT;854;3.175736332207583
ABOUT;877;3.175736332207583
ABOUT;880;3.175736332207583
ABOUT;930;3.175736332207583
ABOUT;968;3.175736332207583
ABOUT;978;3.175736332207583
ABOUT;980;3.175736332207583
ABOUT;999;3.175736332207583
ABOUT;1014;3.175736332207583
ABOUT;1045;3.175736332207583
ABOUT;1052;3.175736332207583
ABOUT;1064;6.351472664415166
ABOUT;1115;3.175736332207583
ABOUT;1124;3.175736332207583
ABOUT;1134;3.175736332207583
ABOUT;1138;3.175736332207583
ABOUT;1151;3.175736332207583
ABOUT;1183;3.175736332207583
ABOUT;1218;3.175736332207583
ABOUT;1231;6.351472664415166
ABOVE;3;3.712784974967491
ABOVE;31;3.712784974967491
ABOVE;65;3.712784974967491
ABOVE;219;3.712784974967491
ABOVE;244;3.712784974967491
ABOVE;246;3.712784974967491
ABOVE;299;3.712784974967491
ABOVE;307;3.712784974967491
ABOVE;323;3.712784974967491
ABOVE;347;3.712784974967491
ABOVE;395;3.712784974967491
ABOVE;546;3.712784974967491
ABOVE;584;3.712784974967491
ABOVE;587;3.712784974967491
ABOVE;600;3.712784974967491
ABOVE;669;3.712784974967491
ABOVE;677;3.712784974967491
ABOVE;739;3.712784974967491
ABOVE;745;3.712784974967491
ABOVE;761;3.712784974967491
ABOVE;865;3.712784974967491
ABOVE;927;3.712784974967491
ABOVE;931;3.712784974967491
ABOVE;956;3.712784974967491
ABOVE;1000;3.712784974967491
ABOVE;1002;3.712784974967491
ABOVE;1003;3.712784974967491
ABOVE;1055;3.712784974967491
ABOVE;1067;7.425569949934982
ABOVE;1090;3.712784974967491
ABOVE;1120;3.712784974967491
ABPA;1005;21.36859997579725
ABRADING;397;7.122866658599083
ABRASION;193;6.430525604644662
ABRASION;907;19.291576813933986
ABROAD;465;7.122866658599083
ABSCESS;475;12.861051209289323
ABSCESS;1118;12.861051209289323
ABSCESSES;149;6.025865973825314
ABSCESSES;724;6.025865973825314
ABSCESSES;1018;6.025865973825314
ABSENCE;31;3.3727667306973754
ABSENCE;54;3.3727667306973754
ABSENCE;98;3.3727667306973754
ABSENCE;141;6.745533461394751
ABSENCE;190;3.3727667306973754
ABSENCE;202;3.3727667306973754
ABSENCE;220;3.3727667306973754
ABSENCE;271;3.3727667306973754
ABSENCE;274;3.3727667306973754
ABSENCE;304;3.3727667306973754
ABSENCE;333;3.3727667306973754
ABSENCE;347;3.3727667306973754
ABSENCE;350;3.3727667306973754
ABSENCE;351;3.3727667306973754
ABSENCE;352;3.3727667306973754
ABSENCE;367;10.118300192092127
ABSENCE;391;3.3727667306973754
ABSENCE;395;3.3727667306973754
ABSENCE;432;3.3727667306973754
ABSENCE;479;3.3727667306973754
ABSENCE;509;3.3727667306973754
ABSENCE;521;3.3727667306973754
ABSENCE;525;3.3727667306973754
ABSENCE;528;3.3727667306973754
ABSENCE;592;3.3727667306973754
ABSENCE;658;3.3727667306973754
ABSENCE;667;3.3727667306973754
ABSENCE;702;3.3727667306973754
ABSENCE;738;3.3727667306973754
ABSENCE;777;3.3727667306973754
ABSENCE;798;3.3727667306973754
ABSENCE;811;3.3727667306973754
ABSENCE;814;3.3727667306973754
ABSENCE;891;3.3727667306973754
ABSENCE;906;3.3727667306973754
ABSENCE;920;3.3727667306973754
ABSENCE;954;3.3727667306973754
ABSENCE;958;3.3727667306973754
ABSENCE;992;3.3727667306973754
ABSENCE;1070;3.3727667306973754
ABSENCE;1079;3.3727667306973754
ABSENCE;1165;3.3727667306973754
ABSENCE;1174;3.3727667306973754
ABSENCE;1221;3.3727667306973754
ABSENT;18;4.142340760490356
ABSENT;37;4.142340760490356
ABSENT;150;8.284681520980712
ABSENT;261;4.142340760490356
ABSENT;274;8.284681520980712
ABSENT;287;4.142340760490356
ABSENT;302;4.142340760490356
ABSENT;351;4.142340760490356
ABSENT;407;8.284681520980712
ABSENT;421;8.284681520980712
ABSENT;429;4.142340760490356
ABSENT;509;4.142340760490356
ABSENT;521;12.427022281471068
ABSENT;638;4.142340760490356
ABSENT;758;4.142340760490356
ABSENT;854;4.142340760490356
ABSENT;880;4.142340760490356
ABSENT;955;4.142340760490356
ABSENT;959;4.142340760490356
ABSENT;1124;4.142340760490356
ABSOLUTE;274;5.181783550292085
ABSOLUTE;304;5.181783550292085
ABSOLUTE;416;5.181783550292085
ABSOLUTE;536;10.36356710058417
ABSOLUTE;981;5.181783550292085
ABSOLUTE;996;5.181783550292085
ABSOLUTE;1206;5.181783550292085
ABSOLUTELY;294;7.122866658599083
ABSORB;126;6.430525604644662
ABSORB;331;6.430525604644662
ABSORBED;70;4.932072971593153
ABSORBED;97;4.932072971593153
ABSORBED;676;4.932072971593153
ABSORBED;708;4.932072971593153
ABSORBED;709;4.932072971593153
ABSORBED;815;4.932072971593153
ABSORBED;899;4.932072971593153
ABSORBED;1103;4.932072971593153
ABSORBED;1115;4.932072971593153
ABSORPTIOMETRY;998;7.122866658599083
ABSORPTION;46;31.632144266755382
ABSORPTION;68;3.5146826963061537
ABSORPTION;70;3.5146826963061537
ABSORPTION;251;31.632144266755382
ABSORPTION;255;7.029365392612307
ABSORPTION;273;7.029365392612307
ABSORPTION;276;3.5146826963061537
ABSORPTION;296;3.5146826963061537
ABSORPTION;320;3.5146826963061537
ABSORPTION;357;10.544048088918462
ABSORPTION;362;3.5146826963061537
ABSORPTION;373;3.5146826963061537
ABSORPTION;414;17.573413481530768
ABSORPTION;424;3.5146826963061537
ABSORPTION;443;17.573413481530768
ABSORPTION;581;7.029365392612307
ABSORPTION;616;3.5146826963061537
ABSORPTION;637;3.5146826963061537
ABSORPTION;660;3.5146826963061537
ABSORPTION;662;7.029365392612307
ABSORPTION;675;3.5146826963061537
ABSORPTION;708;3.5146826963061537
ABSORPTION;709;21.088096177836924
ABSORPTION;792;3.5146826963061537
ABSORPTION;899;3.5146826963061537
ABSORPTION;928;3.5146826963061537
ABSORPTION;943;3.5146826963061537
ABSORPTION;983;3.5146826963061537
ABSORPTION;993;3.5146826963061537
ABSORPTION;1016;10.544048088918462
ABSORPTION;1101;3.5146826963061537
ABSORPTION;1106;3.5146826963061537
ABSORPTION;1107;3.5146826963061537
ABSORPTION;1116;3.5146826963061537
ABSORPTION;1158;3.5146826963061537
ABSORPTION;1173;10.544048088918462
ABSORPTION;1181;3.5146826963061537
ABSORPTION;1217;3.5146826963061537
ABSORPTIVE;516;6.430525604644662
ABSORPTIVE;867;6.430525604644662
ABSTRACT;773;7.122866658599083
ABSTRACTS;1013;7.122866658599083
ABUNDANT;99;6.025865973825314
ABUNDANT;374;6.025865973825314
ABUNDANT;876;6.025865973825314
ABUSE;373;7.122866658599083
ACADEMICIANS;134;7.122866658599083
ACCELERATED;362;6.430525604644662
ACCELERATED;1074;6.430525604644662
ACCELERATES;105;7.122866658599083
ACCEPT;90;6.025865973825314
ACCEPT;915;6.025865973825314
ACCEPT;1218;6.025865973825314
ACCEPTABLE;379;5.0490544040002
ACCEPTABLE;389;5.0490544040002
ACCEPTABLE;452;5.0490544040002
ACCEPTABLE;651;5.0490544040002
ACCEPTABLE;721;5.0490544040002
ACCEPTABLE;996;5.0490544040002
ACCEPTABLE;1105;5.0490544040002
ACCEPTABLE;1152;5.0490544040002
ACCEPTANCE;431;5.738988730390821
ACCEPTANCE;450;5.738988730390821
ACCEPTANCE;500;5.738988730390821
ACCEPTANCE;1083;5.738988730390821
ACCEPTED;3;4.733003557497976
ACCEPTED;13;4.733003557497976
ACCEPTED;104;4.733003557497976
ACCEPTED;299;4.733003557497976
ACCEPTED;503;4.733003557497976
ACCEPTED;684;4.733003557497976
ACCEPTED;688;4.733003557497976
ACCEPTED;844;4.733003557497976
ACCEPTED;871;4.733003557497976
ACCEPTED;1107;4.733003557497976
ACCEPTED;1183;4.733003557497976
ACCEPTING;646;7.122866658599083
ACCEPTOR;53;6.025865973825314
ACCEPTOR;633;12.051731947650628
ACCEPTOR;1222;6.025865973825314
ACCEPTORS;633;14.245733317198166
ACCESS;472;7.122866658599083
ACCESSIBLE;785;6.430525604644662
ACCESSIBLE;1200;6.430525604644662
ACCIDENTAL;12;6.025865973825314
ACCIDENTAL;165;6.025865973825314
ACCIDENTAL;643;6.025865973825314
ACCIDENTALLY;224;7.122866658599083
ACCOMPANIED;1;4.4942386252808095
ACCOMPANIED;27;4.4942386252808095
ACCOMPANIED;30;4.4942386252808095
ACCOMPANIED;71;4.4942386252808095
ACCOMPANIED;178;4.4942386252808095
ACCOMPANIED;203;4.4942386252808095
ACCOMPANIED;463;4.4942386252808095
ACCOMPANIED;468;4.4942386252808095
ACCOMPANIED;816;4.4942386252808095
ACCOMPANIED;933;4.4942386252808095
ACCOMPANIED;1005;4.4942386252808095
ACCOMPANIED;1188;4.4942386252808095
ACCOMPANIED;1191;4.4942386252808095
ACCOMPANIED;1199;4.4942386252808095
ACCOMPLISHED;67;5.738988730390821
ACCOMPLISHED;189;5.738988730390821
ACCOMPLISHED;573;5.738988730390821
ACCOMPLISHED;857;5.738988730390821
ACCOMPLISHMENT;203;7.122866658599083
ACCOMPLISHMENTS;1156;7.122866658599083
ACCORD;922;7.122866658599083
ACCORDANCE;7;5.516649360865024
ACCORDANCE;12;5.516649360865024
ACCORDANCE;167;5.516649360865024
ACCORDANCE;169;5.516649360865024
ACCORDANCE;242;5.516649360865024
ACCORDED;84;6.430525604644662
ACCORDED;612;6.430525604644662
ACCORDING;60;4.302474002971928
ACCORDING;172;4.302474002971928
ACCORDING;241;4.302474002971928
ACCORDING;415;4.302474002971928
ACCORDING;419;4.302474002971928
ACCORDING;436;4.302474002971928
ACCORDING;489;4.302474002971928
ACCORDING;549;4.302474002971928
ACCORDING;661;4.302474002971928
ACCORDING;792;4.302474002971928
ACCORDING;820;4.302474002971928
ACCORDING;825;4.302474002971928
ACCORDING;895;4.302474002971928
ACCORDING;1083;4.302474002971928
ACCORDING;1098;4.302474002971928
ACCORDING;1129;4.302474002971928
ACCORDING;1165;4.302474002971928
ACCORDINGLY;539;5.738988730390821
ACCORDINGLY;642;5.738988730390821
ACCORDINGLY;899;5.738988730390821
ACCORDINGLY;1120;5.738988730390821
ACCORDS;485;7.122866658599083
ACCOUNT;18;4.192839458093945
ACCOUNT;24;4.192839458093945
ACCOUNT;87;4.192839458093945
ACCOUNT;141;4.192839458093945
ACCOUNT;192;4.192839458093945
ACCOUNT;208;4.192839458093945
ACCOUNT;287;4.192839458093945
ACCOUNT;334;4.192839458093945
ACCOUNT;370;4.192839458093945
ACCOUNT;378;4.192839458093945
ACCOUNT;445;4.192839458093945
ACCOUNT;453;4.192839458093945
ACCOUNT;487;4.192839458093945
ACCOUNT;665;4.192839458093945
ACCOUNT;860;4.192839458093945
ACCOUNT;891;4.192839458093945
ACCOUNT;1004;4.192839458093945
ACCOUNT;1189;4.192839458093945
ACCOUNT;1238;4.192839458093945
ACCOUNTED;172;5.0490544040002
ACCOUNTED;202;5.0490544040002
ACCOUNTED;485;5.0490544040002
ACCOUNTED;522;5.0490544040002
ACCOUNTED;548;5.0490544040002
ACCOUNTED;725;5.0490544040002
ACCOUNTED;895;5.0490544040002
ACCOUNTED;1181;5.0490544040002
ACCOUNTING;202;6.430525604644662
ACCOUNTING;522;6.430525604644662
ACCOUNTS;268;6.430525604644662
ACCOUNTS;1120;6.430525604644662
ACCUMULATED;180;5.516649360865024
ACCUMULATED;625;5.516649360865024
ACCUMULATED;867;5.516649360865024
ACCUMULATED;895;5.516649360865024
ACCUMULATED;1185;5.516649360865024
ACCUMULATING;122;6.430525604644662
ACCUMULATING;1141;6.430525604644662
ACCUMULATION;140;4.302474002971928
ACCUMULATION;197;4.302474002971928
ACCUMULATION;305;4.302474002971928
ACCUMULATION;312;4.302474002971928
ACCUMULATION;333;4.302474002971928
ACCUMULATION;624;4.302474002971928
ACCUMULATION;625;12.907422008915784
ACCUMULATION;686;4.302474002971928
ACCUMULATION;742;4.302474002971928
ACCUMULATION;795;4.302474002971928
ACCUMULATION;831;4.302474002971928
ACCUMULATION;867;4.302474002971928
ACCUMULATION;891;4.302474002971928
ACCUMULATION;961;4.302474002971928
ACCUMULATION;982;4.302474002971928
ACCUMULATION;1000;4.302474002971928
ACCUMULATION;1063;4.302474002971928
ACCUMULATIONS;1207;7.122866658599083
ACCURACY;4;5.0490544040002
ACCURACY;149;5.0490544040002
ACCURACY;158;5.0490544040002
ACCURACY;175;5.0490544040002
ACCURACY;637;5.0490544040002
ACCURACY;811;5.0490544040002
ACCURACY;1186;5.0490544040002
ACCURACY;1191;5.0490544040002
ACCURATE;77;4.932072971593153
ACCURATE;112;4.932072971593153
ACCURATE;341;4.932072971593153
ACCURATE;360;4.932072971593153
ACCURATE;417;4.932072971593153
ACCURATE;627;4.932072971593153
ACCURATE;670;4.932072971593153
ACCURATE;1041;4.932072971593153
ACCURATE;1186;4.932072971593153
ACCURATELY;398;6.025865973825314
ACCURATELY;634;6.025865973825314
ACCURATELY;744;6.025865973825314
ACETAMIDO;256;6.430525604644662
ACETAMIDO;1021;6.430525604644662
ACETAMINOPHEN;694;21.36859997579725
ACETATE;33;5.738988730390821
ACETATE;409;5.738988730390821
ACETATE;573;5.738988730390821
ACETATE;878;5.738988730390821
ACETIC;1051;7.122866658599083
ACETYL;23;5.516649360865024
ACETYL;70;5.516649360865024
ACETYL;171;5.516649360865024
ACETYL;1092;33.099896165190145
ACETYL;1100;11.033298721730048
ACETYLATED;1085;7.122866658599083
ACETYLATION;1092;7.122866658599083
ACETYLCHOLINE;1164;21.36859997579725
ACETYLCHOLINESTERASE;1050;14.245733317198166
ACETYLCYSTEINE;186;5.181783550292085
ACETYLCYSTEINE;321;10.36356710058417
ACETYLCYSTEINE;396;10.36356710058417
ACETYLCYSTEINE;542;5.181783550292085
ACETYLCYSTEINE;834;5.181783550292085
ACETYLCYSTEINE;1119;5.181783550292085
ACETYLCYSTEINE;1151;5.181783550292085
ACETYLGLUCOSAMINE;857;7.122866658599083
ACETYLGLUCOSAMINIDASE;853;6.430525604644662
ACETYLGLUCOSAMINIDASE;1053;12.861051209289323
ACETYLMANNOSAMINE;710;7.122866658599083
ACETYLSALICYLATE;1085;7.122866658599083
ACHIEVE;661;5.335131339670753
ACHIEVE;686;5.335131339670753
ACHIEVE;734;5.335131339670753
ACHIEVE;866;5.335131339670753
ACHIEVE;1093;5.335131339670753
ACHIEVE;1223;5.335131339670753
ACHIEVED;61;4.426043520090656
ACHIEVED;89;4.426043520090656
ACHIEVED;185;4.426043520090656
ACHIEVED;277;4.426043520090656
ACHIEVED;397;4.426043520090656
ACHIEVED;439;4.426043520090656
ACHIEVED;462;4.426043520090656
ACHIEVED;533;4.426043520090656
ACHIEVED;556;4.426043520090656
ACHIEVED;678;4.426043520090656
ACHIEVED;688;4.426043520090656
ACHIEVED;1032;4.426043520090656
ACHIEVED;1034;4.426043520090656
ACHIEVED;1071;4.426043520090656
ACHIEVED;1104;4.426043520090656
ACHIEVEMENT;89;6.430525604644662
ACHIEVEMENT;596;6.430525604644662
ACHIEVEMENTS;14;6.025865973825314
ACHIEVEMENTS;722;6.025865973825314
ACHIEVEMENTS;1156;6.025865973825314
ACHROMATOPSIA;664;7.122866658599083
ACHYLIA;96;5.335131339670753
